videoId,author,text,publishedAt,likeCount,search_keyword,video_title,cleaned_text,teks_bersih,teks_bersih_lower
6b1MGWf2YmE,@sriwahyuti-cf4wm,Tu harga mobil sama platnya mahalan plat nomernya,2025-04-24T13:37:23Z,1,Mobil LCGC,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,tu harga mobil platnya mahalan plat nomernya,Tu harga mobil sama platnya mahalan plat nomernya,tu harga mobil sama platnya mahalan plat nomernya
6b1MGWf2YmE,@atmchanel9784,"Diajak satu lawan satu gak tuh 😂
Sebenernya dia sedekah ke Negara karna setiap dia keluar dia slalu kena tilang 😅 trima kasih orang baik 🙏",2025-04-24T13:10:12Z,0,Mobil LCGC,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,diajak lawan gak tuh sebenernya sedekah negara karna slalu kena tilang trima kasih orang,"Diajak satu lawan satu gak tuh 
Sebenernya dia sedekah ke Negara karna setiap dia keluar dia slalu kena tilang  trima kasih orang baik ","diajak satu lawan satu gak tuh 
sebenernya dia sedekah ke negara karna setiap dia keluar dia slalu kena tilang  trima kasih orang baik "
6b1MGWf2YmE,@Mashaa222,"Koenigseg vs brio 😅
Jadi lebih sultan brio gitu?
😁wkwkwk",2025-04-22T14:17:07Z,0,Mobil LCGC,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,koenigseg vs brio sultan brio gitu wkwkwk,"Koenigseg vs brio 
Jadi lebih sultan brio gitu?
wkwkwk","koenigseg vs brio 
jadi lebih sultan brio gitu?
wkwkwk"
6b1MGWf2YmE,@Musikataid,"Pemilik hypermobil Esemka ""punten""",2025-04-22T08:53:49Z,1,Mobil LCGC,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,pemilik hypermobil esemka punten,"Pemilik hypermobil Esemka ""punten""","pemilik hypermobil esemka ""punten"""
6b1MGWf2YmE,@redzaharisabdillah9931,"Nomor cantik mobil tertuang dalam Peraturan Pemerintah (PP) Nomor 60 Tahun 2016 mengenai Jenis dan Tarif PNB (Penerimaan Negara Bukan Pajak) yang berlaku pada Polri dan Keputusan Kakorlantas Polri Nomor : Kep/166/VII/2019 tentang NRKB Pilihan, plat nmr 1 digit dan tanpa huruf dibelakangnya dibandrol 20jt per 5 tahun, seandainya ada orang berminat dengan pelat nomor tersebut mungkin bisa saja menawar kepada pemilik sebelumnya dengan harga suka-suka. 😂😊",2025-04-21T07:28:21Z,0,Mobil LCGC,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,nomor cantik mobil tertuang peraturan pemerintah pp nomor jenis tarif pnb penerimaan negara pajak berlaku polri keputusan kakorlantas polri nomor kepvii nrkb pilihan plat nmr digit huruf dibelakangnya dibandrol jt seandainya orang berminat pelat nomor menawar pemilik harga sukasuka,"Nomor cantik mobil tertuang dalam Peraturan Pemerintah (PP) Nomor 60 Tahun 2016 mengenai Jenis dan Tarif PNB (Penerimaan Negara Bukan Pajak) yang berlaku pada Polri dan Keputusan Kakorlantas Polri Nomor : Kep/166/VII/2019 tentang NRKB Pilihan, plat nmr 1 digit dan tanpa huruf dibelakangnya dibandrol 20jt per 5 tahun, seandainya ada orang berminat dengan pelat nomor tersebut mungkin bisa saja menawar kepada pemilik sebelumnya dengan harga suka-suka. ","nomor cantik mobil tertuang dalam peraturan pemerintah (pp) nomor 60 tahun 2016 mengenai jenis dan tarif pnb (penerimaan negara bukan pajak) yang berlaku pada polri dan keputusan kakorlantas polri nomor : kep/166/vii/2019 tentang nrkb pilihan, plat nmr 1 digit dan tanpa huruf dibelakangnya dibandrol 20jt per 5 tahun, seandainya ada orang berminat dengan pelat nomor tersebut mungkin bisa saja menawar kepada pemilik sebelumnya dengan harga suka-suka. "
6b1MGWf2YmE,@mayari191,Emg mahal seh custom plat..gw aja custom plat mobil gw nama gw sama taon nikah gw kena 15jt cuk..tp bayar pajak nya biasa aja hehe tp ga tau ya kl plat 1 doank gtu..setahu gw kata sales nya yg paling mahal tu kl angka nya susah atw kembar gtu seh,2025-04-20T16:02:29Z,0,Mobil LCGC,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,emg mahal seh custom platgw aja custom plat mobil gw nama gw taon nikah gw kena jt cuktp bayar pajak nya aja hehe tp ga tau ya kl plat doank gtusetahu gw sales nya yg mahal tu kl angka nya susah atw kembar gtu seh,Emg mahal seh custom plat..gw aja custom plat mobil gw nama gw sama taon nikah gw kena 15jt cuk..tp bayar pajak nya biasa aja hehe tp ga tau ya kl plat 1 doank gtu..setahu gw kata sales nya yg paling mahal tu kl angka nya susah atw kembar gtu seh,emg mahal seh custom plat..gw aja custom plat mobil gw nama gw sama taon nikah gw kena 15jt cuk..tp bayar pajak nya biasa aja hehe tp ga tau ya kl plat 1 doank gtu..setahu gw kata sales nya yg paling mahal tu kl angka nya susah atw kembar gtu seh
6b1MGWf2YmE,@arifhidayatullah4330,bikin di tukang plat 150rb kl yg bisa nyala akrilik 500rb. kaya kaya ndasmu,2025-04-19T13:52:09Z,0,Mobil LCGC,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,bikin tukang plat rb kl yg nyala akrilik rb kaya kaya ndasmu,bikin di tukang plat 150rb kl yg bisa nyala akrilik 500rb. kaya kaya ndasmu,bikin di tukang plat 150rb kl yg bisa nyala akrilik 500rb. kaya kaya ndasmu
6b1MGWf2YmE,@Diana-ps2lu,"Pernah dpt mobil accord dng plat no N 1 ko, pas tangan pertamanya😅 tp waktu d jual ke saya plat no nya dah berganti byasa 4 digit....,..",2025-04-18T22:14:07Z,0,Mobil LCGC,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,dpt mobil accord dng plat no n ko pas tangan pertamanya tp d jual plat no nya dah berganti byasa digit,"Pernah dpt mobil accord dng plat no N 1 ko, pas tangan pertamanya tp waktu d jual ke saya plat no nya dah berganti byasa 4 digit....,..","pernah dpt mobil accord dng plat no n 1 ko, pas tangan pertamanya tp waktu d jual ke saya plat no nya dah berganti byasa 4 digit....,.."
6b1MGWf2YmE,@hendrosusilo810,Orang kaya itu yg melakukan 2 raka'at sebelum subuh.,2025-04-18T07:39:47Z,0,Mobil LCGC,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,orang kaya yg rakaat subuh,Orang kaya itu yg melakukan 2 raka'at sebelum subuh.,orang kaya itu yg melakukan 2 raka'at sebelum subuh.
6b1MGWf2YmE,@Andi-wb5dw,Flat doang. Goblok emang gengsi konoha,2025-04-18T03:38:57Z,0,Mobil LCGC,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,flat doang goblok emang gengsi konoha,Flat doang. Goblok emang gengsi konoha,flat doang. goblok emang gengsi konoha
6b1MGWf2YmE,@frostx-md4ev,Pajak plat aja ga nyampe pajak senna 😂,2025-04-17T18:18:48Z,0,Mobil LCGC,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,pajak plat aja ga nyampe pajak senna,Pajak plat aja ga nyampe pajak senna ,pajak plat aja ga nyampe pajak senna 
6b1MGWf2YmE,@madamanime1867,"Harganya sama speknya beda yang pertama enak dipandang yang kedua biasa saja, yang pertama top speed yang kedua secepat motor beat, yang pertama impian semua orang, yang kedua semua orang hampir punya karena murah.😂😂😂😂",2025-04-17T08:19:18Z,0,Mobil LCGC,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,harganya speknya beda enak dipandang top speed secepat motor beat impian orang orang murah,"Harganya sama speknya beda yang pertama enak dipandang yang kedua biasa saja, yang pertama top speed yang kedua secepat motor beat, yang pertama impian semua orang, yang kedua semua orang hampir punya karena murah.","harganya sama speknya beda yang pertama enak dipandang yang kedua biasa saja, yang pertama top speed yang kedua secepat motor beat, yang pertama impian semua orang, yang kedua semua orang hampir punya karena murah."
6b1MGWf2YmE,@expedisialam00-00,Plat palsu cek di pajak gak ada,2025-04-16T18:28:37Z,0,Mobil LCGC,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,plat palsu cek pajak gak,Plat palsu cek di pajak gak ada,plat palsu cek di pajak gak ada
6b1MGWf2YmE,@Anggota1-e2u,Harga koenieggsegg jesko aja 45 Miliar masa plat nomer 20 juta lebih mahal😂,2025-04-16T08:52:56Z,0,Mobil LCGC,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,harga koenieggsegg jesko aja miliar plat nomer juta mahal,Harga koenieggsegg jesko aja 45 Miliar masa plat nomer 20 juta lebih mahal,harga koenieggsegg jesko aja 45 miliar masa plat nomer 20 juta lebih mahal
6b1MGWf2YmE,@boyboy-xr9uj,Orang kaya adalah orang yang banyak hartanya dengan cara yg halal,2025-04-16T05:44:41Z,1,Mobil LCGC,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,orang kaya orang hartanya yg halal,Orang kaya adalah orang yang banyak hartanya dengan cara yg halal,orang kaya adalah orang yang banyak hartanya dengan cara yg halal
6b1MGWf2YmE,@Suryojokochannel,Izin remix bang,2025-04-15T01:24:29Z,0,Mobil LCGC,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,izin remix bang,Izin remix bang,izin remix bang
6b1MGWf2YmE,@AyuSimanjuntak-q6x,"Setau aku yang nama nya orang kaya itu berani buang buang uang di depan orang banyak, kalo masi buat sendiri gak usah ngaku kaya.",2025-04-14T21:19:20Z,0,Mobil LCGC,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,setau nama nya orang kaya berani buang buang uang orang kalo masi gak ngaku kaya,"Setau aku yang nama nya orang kaya itu berani buang buang uang di depan orang banyak, kalo masi buat sendiri gak usah ngaku kaya.","setau aku yang nama nya orang kaya itu berani buang buang uang di depan orang banyak, kalo masi buat sendiri gak usah ngaku kaya."
6b1MGWf2YmE,@deddygiririndjani635,Mobil nya hond Brio plat no nya B 1 😫🤑,2025-04-14T12:59:55Z,0,Mobil LCGC,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,mobil nya hond brio plat no nya b,Mobil nya hond Brio plat no nya B 1 ,mobil nya hond brio plat no nya b 1 
6b1MGWf2YmE,@galerypabboto6465,Banyak di pinggir jalan atau di shopee custom nomer plat😂,2025-04-13T17:46:03Z,0,Mobil LCGC,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,pinggir jalan shopee custom nomer plat,Banyak di pinggir jalan atau di shopee custom nomer plat,banyak di pinggir jalan atau di shopee custom nomer plat
6b1MGWf2YmE,@pejuang_solos,Plat nomor 1 njir🗿,2025-04-11T13:42:30Z,0,Mobil LCGC,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,plat nomor njir,Plat nomor 1 njir,plat nomor 1 njir
6b1MGWf2YmE,@lemandsmith6343,"Di Jambi ada yg keren 
BH 514 PA",2025-04-11T07:08:00Z,0,Mobil LCGC,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,jambi yg keren bh pa,"Di Jambi ada yg keren 
BH 514 PA","di jambi ada yg keren 
bh 514 pa"
6b1MGWf2YmE,@behappy4j4,Kasta tertinggi lcgc 1200cc ya brio,2025-04-11T03:12:56Z,0,Mobil LCGC,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,kasta tertinggi lcgc cc ya brio,Kasta tertinggi lcgc 1200cc ya brio,kasta tertinggi lcgc 1200cc ya brio
6b1MGWf2YmE,@Andrian-s9s,"Brio tu bayar pajak ngilang 1 angka 10jt  ato lebih, dn bisa jd klo 5angka 50jt ke 60jt,, contoh B 1234 YTB/ B 1234 YT, udh 6angka dn 5ngka yg dia hapus dn bayar denda tergantu 1angka di STNK,stiap perpanjangan surat surat😂",2025-04-10T20:12:48Z,0,Mobil LCGC,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,brio tu bayar pajak ngilang angka jt ato dn jd klo angka jt jt contoh b ytb b yt udh angka dn ngka yg hapus dn bayar denda tergantu angka stnkstiap perpanjangan surat surat,"Brio tu bayar pajak ngilang 1 angka 10jt  ato lebih, dn bisa jd klo 5angka 50jt ke 60jt,, contoh B 1234 YTB/ B 1234 YT, udh 6angka dn 5ngka yg dia hapus dn bayar denda tergantu 1angka di STNK,stiap perpanjangan surat surat","brio tu bayar pajak ngilang 1 angka 10jt  ato lebih, dn bisa jd klo 5angka 50jt ke 60jt,, contoh b 1234 ytb/ b 1234 yt, udh 6angka dn 5ngka yg dia hapus dn bayar denda tergantu 1angka di stnk,stiap perpanjangan surat surat"
6b1MGWf2YmE,@chanelkw2,B 3124 K di kebon,2025-04-10T19:35:37Z,0,Mobil LCGC,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,b k kebon,B 3124 K di kebon,b 3124 k di kebon
6b1MGWf2YmE,@hendrataaan2556,"Prinsip saya ,kalau saya bisa sekaya 9 naga ,saya tidak membeli supercar , yg paling baik inves properti ,emas ,",2025-04-10T08:30:44Z,0,Mobil LCGC,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,prinsip sekaya naga membeli supercar yg inves properti emas,"Prinsip saya ,kalau saya bisa sekaya 9 naga ,saya tidak membeli supercar , yg paling baik inves properti ,emas ,","prinsip saya ,kalau saya bisa sekaya 9 naga ,saya tidak membeli supercar , yg paling baik inves properti ,emas ,"
6b1MGWf2YmE,@animariani6768,🎉iyaaa😢😢😅,2025-04-10T06:46:56Z,0,Mobil LCGC,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,iyaaa,iyaaa,iyaaa
6b1MGWf2YmE,@mencarijalankeluar0,Di dubai plat cantik lelang tapi kalau di konoha plat cantik ketok sendiri 😂,2025-04-10T03:47:25Z,0,Mobil LCGC,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,dubai plat cantik lelang konoha plat cantik ketok,Di dubai plat cantik lelang tapi kalau di konoha plat cantik ketok sendiri ,di dubai plat cantik lelang tapi kalau di konoha plat cantik ketok sendiri 
6b1MGWf2YmE,@huseinarief8410,"Klau Brio pake plat bgono ,,mahalan hrg plat nya ..ga nymbung",2025-04-10T01:33:53Z,0,Mobil LCGC,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,klau brio pake plat bgono mahalan hrg plat nya ga nymbung,"Klau Brio pake plat bgono ,,mahalan hrg plat nya ..ga nymbung","klau brio pake plat bgono ,,mahalan hrg plat nya ..ga nymbung"
6b1MGWf2YmE,@aditya-wr155,kok bisa dapet B1? dulu dia dapet dari lelang kah?,2025-04-09T06:37:17Z,0,Mobil LCGC,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,dapet b dapet lelang kah,kok bisa dapet B1? dulu dia dapet dari lelang kah?,kok bisa dapet b1? dulu dia dapet dari lelang kah?
6b1MGWf2YmE,@bolosepur2648,yg RS gak masok lcgc,2025-04-09T02:21:29Z,0,Mobil LCGC,PELAT TERMAHAL DI INDONESIA DI MOBIL LCGC? 🤣 (Honda Brio B 1) #exoticcarsbandung #shorts,yg rs gak masok lcgc,yg RS gak masok lcgc,yg rs gak masok lcgc
